ANNO,ASL,PROVINCIA,COD_ENTE,COD_STRUTTURA,COD_SUB,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,PUBBL_PRIV,COD_DISCIPLINA,DESCR_DISCIPLINA,AREA,TIPO_DEGENZA,MESI_DEG_ORD,MEDIA_LETTI_DEG_ORD,Posti_letto_ORD_attivati_al_31_12,MESI_DH,MEDIA_LETTI_DH_DS,Posti_letto_DH_DS_attivati_al_31_12
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,29,117,12,3,3
2020,321,MI,705,030281,01,OSPEDALE CIVILE DI LEGNANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,32,NEUROLOGIA,Area medica,Acuti,12,26.83,35,0,0,0
2020,321,MI,321,030112,,IST.CLINICO S.AMBROGIO SPA-MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,9.25,17,11,3,3
2020,324,MB,717,030068,,PRESIDIO OSPEDALIERO DI DESIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,,,22,,,0
2020,328,PV,328,030202,,IST.DI CURA CITTA'DI PAVIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,13,16,12,2,2
2020,324,MB,717,030070,,PRESIDIO OSPEDALIERO DI CARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,62,NEONATOLOGIA,Area medica,Acuti,8,3,3,0,0,0
2020,322,CO,322,030030,,OSPEDALE  VALDUCE,4,OSPEDALE CLASSIFICATO,priv,26,MEDICINA GENERALE,Area medica,Acuti,12,34,36,12,2,0
2020,321,MI,943,030943,,IST. CLIN. HUMANITAS - ROZZANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,46.59,51,0,0,0
2020,322,VA,322,030017,,CASA DI CURA MATER DOMINI - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,43,UROLOGIA,Area chirurgica,Acuti,12,8.83,13,0,0,0
2020,321,MI,321,030125,,CASA DI CURA AMBROSIANA SPA-CESANO B.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,34,OCULISTICA,Area chirurgica,Acuti,1,1,1,0,0,0
2020,321,MI,705,030074,01,OSPEDALE G. FORNAROLI MAGENTA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,21.25,32,0,0,0
2020,321,MI,935,030935,,IRCCS    S. RAFFAELE - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,02,DAY HOSPITAL,Area medica,Acuti,0,0,0,12,1,1
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,11,CHIRURGIA PEDIATRICA,Area chirurgica,Acuti,12,16.33,19,0,0,0
2020,325,BG,719,030131,,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,15.25,18,0,0,0
2020,328,PV,727,030193,,OSPEDALE CIVILE - VIGEVANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,29.5,100,12,1,1
2020,325,BG,720,030137,,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,8,4.63,15,0,0,0
2020,325,BG,719,030131,,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,6,1,1,6,5,5
2020,327,CR,724,030908,,OSPEDALE DI CREMONA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,3,4,12,1,1
2020,322,CO,712,030902,,OSPEDALE S. ANNA - COMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,10,CHIRURGIA MAXILLO FACCIALE,Area chirurgica,Acuti,12,6.75,11,0,0,0
2020,321,MI,321,030097,,ISTITUTO CLINICO CITTA' STUDI - MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,20,IMMUNOLOGIA,Area medica,Acuti,9,4.33,4,0,0,0
2020,327,CR,327,030219,,CASA DI CURA FIGLIE DI S.CAMILLO-CR,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,2,20,,0,0,
2020,325,BG,720,030140,,OSPEDALE BOLOGNINI - SERIATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,73,TERAPIA INTENSIVA NEONATALE,Area medica,Acuti,12,4.92,6,0,0,0
2020,321,MI,321,030112,,IST.CLINICO S.AMBROGIO SPA-MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,6,23.5,42,0,0,0
2020,322,CO,322,030032,,IST.CLINICO VILLA APRICA SPA-COMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,8,1.63,1,0,0,0
2020,321,MI,946,030946,02,IST.CLINICO S.SIRO SPA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,26,MEDICINA GENERALE,Area medica,Acuti,11,7.73,15,0,0,0
2020,324,MB,716,030068,,PRESIDIO OSPEDALIERO DI DESIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,17.67,,12,4,
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,18,EMATOLOGIA,Area medica,Acuti,12,34.33,36,0,0,0
2020,321,MI,935,030935,,IRCCS    S. RAFFAELE - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,9,54.67,58,11,7.46,8
2020,325,BG,720,030136,,OSPEDALE BRIOLINI - GAZZANIGA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,11,21.09,21,0,0,0
2020,327,MN,725,030239,,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,27.5,64,3,2,2
2020,321,MI,706,030073,,OSPEDALE DI CIRCOLO - RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,5.17,12,0,0,0
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,12,8,8,0,0,0
2020,321,MI,321,030112,,IST.CLINICO S.AMBROGIO SPA-MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,0,0,1,11,2,2
2020,327,MN,725,030227,01,PRESIDIO OSPEDALIERO - ASOLA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,10,6.9,9,0,0,0
2020,322,CO,322,030029,,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,4,OSPEDALE CLASSIFICATO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,20.5,70,0,0,0
2020,325,BG,720,030137,,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,43,UROLOGIA,Area chirurgica,Acuti,12,4.83,6,8,1.13,2
2020,325,BG,719,030138,,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,9,25.22,102,0,0,0
2020,324,MB,717,030078,,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,21.17,38,12,5,5
2020,321,MI,705,030074,01,OSPEDALE G. FORNAROLI MAGENTA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,12,CHIRURGIA PLASTICA,Area chirurgica,Acuti,11,1.18,2,0,0,0
2020,321,MI,948,030948,,IRCCS MULTIMEDICA - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,50,UNITA' CORONARICA,Area medica,Acuti,12,4.75,6,0,0,0
2020,326,BS,326,030177,,CASA DI CURA VILLA GEMMA-GARDONE RIV,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,0,0,2,0,0,0
2020,322,CO,712,030902,,OSPEDALE S. ANNA - COMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,8,199.39,247,12,1,1
2020,321,MI,703,030910,,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,30,NEUROCHIRURGIA,Area chirurgica,Acuti,8,8.25,12,0,0,0
2020,322,VA,322,030017,,CASA DI CURA MATER DOMINI - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,08,CARDIOLOGIA,Area medica,Acuti,12,19.75,20,0,0,0
2020,321,MI,705,030281,02,OSPEDALE DI CUGGIONO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,2.67,6,0,0,0
2020,328,PV,328,030198,,ISTITUTO CLINICO BEATO MATTEO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,7,44,93,0,0,0
2020,325,BG,720,030382,,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,11,12.18,41,0,0,0
2020,327,CR,724,030908,,OSPEDALE DI CREMONA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,30,NEUROCHIRURGIA,Area chirurgica,Acuti,12,21.33,27,12,1,1
2020,321,MI,943,030943,,IST. CLIN. HUMANITAS - ROZZANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,58,GASTROENTEROLOGIA,Area medica,Acuti,12,20,18,0,0,0
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,35.83,45,12,2,2
2020,327,CR,724,030908,,OSPEDALE DI CREMONA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,16,16,12,1,1
2020,321,MI,321,030367,,OSPEDALE S. GIUSEPPE - MILANO,4,OSPEDALE CLASSIFICATO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,20,20
2020,322,VA,322,030017,,CASA DI CURA MATER DOMINI - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,18.83,18,0,0,0
2020,322,VA,322,030015,,CASA DI CURA SANTA MARIA - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,5,49.4,69,0,0,0
2020,325,BG,720,030140,,OSPEDALE BOLOGNINI - SERIATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,12,5.58,7,0,0,0
2020,322,CO,712,030902,,OSPEDALE S. ANNA - COMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,19.33,28,12,1,0
2020,324,MB,717,030068,,PRESIDIO OSPEDALIERO DI DESIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,62,NEONATOLOGIA,Area medica,Acuti,,,6,,,0
2020,321,MI,705,030074,02,OSPEDALE C. CANTU' ABBIATEGRASSO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,0,0,12,1.42,2
2020,324,MB,717,030078,,PRESIDIO OSPEDALIERO DI VIMERCATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,7,4.43,6,12,6,6
2020,328,PV,328,030202,,IST.DI CURA CITTA'DI PAVIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,10,10.4,12,12,1,1
2020,321,MI,705,030281,01,OSPEDALE CIVILE DI LEGNANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,22.33,31,0,0,0
2020,326,BS,721,030159,,PRESIDIO OSPEDALIERO DI MONTICHIARI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,5,82,,0,0,
2020,321,MI,947,030947,,I.R.C.C.S. POLICLINICO SAN DONATO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,32,NEUROLOGIA,Area medica,Acuti,12,7.5,10,0,0,0
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,31.17,37,0,0,0
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,12,5.5,8,3,2,2
2020,321,MI,321,030367,,OSPEDALE S. GIUSEPPE - MILANO,4,OSPEDALE CLASSIFICATO,priv,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,18,20,0,0,0
2020,322,CO,322,030035,,C.O.F. LANZO HOSPITAL - ALTA VALLE INTELVI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,12,9.17,10,0,0,0
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,47.75,52,12,1.92,2
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,12,21.08,47,0,0,0
2020,321,MI,704,030911,,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,71,REUMATOLOGIA,Area medica,Acuti,12,12.58,13,4,1.75,2
2020,321,MI,707,030058,,OSPEDALE BASSINI - CINISELLO BALSAMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,8,18.38,86,8,1.63,2
2020,327,CR,724,030908,,OSPEDALE DI CREMONA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,43,UROLOGIA,Area chirurgica,Acuti,11,3.82,4,12,1,1
2020,327,MN,327,030353,,OSPEDALE CIVILE DI VOLTA MANTOVANA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,RM,RIABILITAZIONE DI MANTENIMENTO,Area medica,Lung,12,19,19,2,1.5,0
2020,321,MI,935,030935,,IRCCS    S. RAFFAELE - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,18,EMATOLOGIA,Area medica,Acuti,9,29.78,36,12,4,4
2020,324,MB,717,030068,,PRESIDIO OSPEDALIERO DI DESIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,,,13,,,0
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,10,CHIRURGIA MAXILLO FACCIALE,Area chirurgica,Acuti,12,5.42,7,0,0,0
2020,327,MN,327,030357,,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,49,TERAPIA INTENSIVA,Area medica,Acuti,12,4.33,4,0,0,0
2020,321,MI,321,030100,,CASA DI CURA IGEA - MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,02,DAY HOSPITAL,Area medica,Acuti,0,0,0,12,3,2
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,17.5,42,0,0,0
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,13,CHIRURGIA TORACICA,Area chirurgica,Acuti,12,7.25,10,0,0,0
2020,322,VA,322,030015,,CASA DI CURA SANTA MARIA - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,11,18.36,19,12,4,4
2020,321,MI,707,030051,,P.O.  CITTA' DI SESTO S. GIOVANNI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,11,14.09,31,0,0,1
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,129.83,320,12,4,4
2020,321,MI,946,030946,01,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,10,CHIRURGIA MAXILLO FACCIALE,Area chirurgica,Acuti,12,8,8,12,2,2
2020,321,MI,705,030281,02,OSPEDALE DI CUGGIONO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,3.67,7
2020,321,MI,321,030367,,OSPEDALE S. GIUSEPPE - MILANO,4,OSPEDALE CLASSIFICATO,priv,62,NEONATOLOGIA,Area medica,Acuti,12,15,15,0,0,0
2020,321,MI,705,030074,02,OSPEDALE C. CANTU' ABBIATEGRASSO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,2.83,9,0,0,0
2020,327,CR,724,030908,,OSPEDALE DI CREMONA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,16,18,0,0,0
2020,324,MB,717,030068,,PRESIDIO OSPEDALIERO DI DESIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,,,6,,,0
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,47,GRANDI USTIONI,Area medica,Acuti,12,10,10,0,0,0
2020,322,CO,322,030029,,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,4,OSPEDALE CLASSIFICATO,priv,26,MEDICINA GENERALE,Area medica,Acuti,9,31.56,77,12,3,3
2020,321,MI,703,030910,,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,10,3.9,6,0,0,0
2020,328,PV,328,030202,,IST.DI CURA CITTA'DI PAVIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,08,CARDIOLOGIA,Area medica,Acuti,11,13,13,0,0,0
2020,325,BG,719,030138,,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,9,13.22,20,8,3.75,4
2020,321,MI,321,030367,,OSPEDALE S. GIUSEPPE - MILANO,4,OSPEDALE CLASSIFICATO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,40,50,0,0,0
2020,324,MB,717,030081,,PRESIDIO OSPEDALIERO DI GIUSSANO,S1,SUB ACUTI PUBBLICO,priv,39,PEDIATRIA,Area medica,Acuti,0,0,0,0,0,0
2020,322,CO,322,030030,,OSPEDALE  VALDUCE,4,OSPEDALE CLASSIFICATO,priv,73,TERAPIA INTENSIVA NEONATALE,Area medica,Acuti,12,4,4,0,0,0
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,55.25,78,0,0,0
2020,322,VA,322,030017,,CASA DI CURA MATER DOMINI - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,49,TERAPIA INTENSIVA,Area medica,Acuti,10,3.3,4,0,0,0
2020,324,MB,717,030068,,PRESIDIO OSPEDALIERO DI DESIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,,,14,,,2
2020,326,BS,721,030162,,PRESIDIO OSPEDALIERO GARDONE V.T.,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,10,14.7,20,9,1,1
2020,321,MI,947,030947,,I.R.C.C.S. POLICLINICO SAN DONATO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,21.5,36,0,0,0
2020,325,BG,720,030140,,OSPEDALE BOLOGNINI - SERIATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,26.42,30,12,2.83,3
2020,328,PV,939,030939,,FOND.IST.NEUROL.C.MONDINO-PAVIA,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,2,31,,0,0,
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,15,15,0,0,0
2020,322,CO,322,030030,,OSPEDALE  VALDUCE,4,OSPEDALE CLASSIFICATO,priv,39,PEDIATRIA,Area medica,Acuti,6,14,15,10,1,0
2020,326,BS,723,030157,,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,10,43.6,,0,0,
2020,321,MI,321,030367,,OSPEDALE S. GIUSEPPE - MILANO,4,OSPEDALE CLASSIFICATO,priv,12,CHIRURGIA PLASTICA,Area chirurgica,Acuti,12,2,2,0,0,0
2020,327,MN,725,030227,01,PRESIDIO OSPEDALIERO - ASOLA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,0,0,0,9,2,2
2020,321,MI,707,030058,,OSPEDALE BASSINI - CINISELLO BALSAMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,29,NEFROLOGIA,Area medica,Acuti,11,8,12,1,1,0
2020,321,MI,947,030947,,I.R.C.C.S. POLICLINICO SAN DONATO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,07,CARDIOCHIRURGIA,Area chirurgica,Acuti,12,48.17,69,0,0,0
2020,321,MI,705,030281,02,OSPEDALE DI CUGGIONO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,3.5,8,0,0,0
2020,325,BG,720,030382,,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,43,UROLOGIA,Area chirurgica,Acuti,2,1,1,5,1,1
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,10.58,30,10,2,2
2020,322,CO,322,030030,,OSPEDALE  VALDUCE,4,OSPEDALE CLASSIFICATO,priv,49,TERAPIA INTENSIVA,Area medica,Acuti,12,6,8,0,0,0
2020,321,MI,947,030947,,I.R.C.C.S. POLICLINICO SAN DONATO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,12,8.33,13,0,0,0
2020,321,MI,705,030281,01,OSPEDALE CIVILE DI LEGNANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,12,6.5,8,0,0,0
2020,326,BS,721,030167,,OSPEDALE DEI BAMBINI - BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,5.41,7,0,0,0
